Melt gden,Temp,Press,Speed
7.936 ,264.0 ,"1,289 ",465 
7.585 ,263.6 ,"1,310 ",470 
7.996 ,263.7 ,"1,316 ",470 
8.383 ,263.7 ,"1,320 ",470 
7.997 ,263.6 ,"1,327 ",470 
8.066 ,263.6 ,"1,326 ",470 
7.980 ,263.6 ,"1,346 ",470 
7.929 ,263.8 ,"1,352 ",470 
7.773 ,263.9 ,"1,382 ",470 
7.503 ,263.8 ,"1,393 ",470 
7.554 ,263.9 ,"1,382 ",470 
7.504 ,263.7 ,"1,373 ",470 
8.054 ,263.9 ,"1,372 ",470 
7.924 ,263.8 ,"1,424 ",470 
8.068 ,263.5 ,"1,489 ",470 
7.614 ,263.6 ,"1,533 ",470 
7.637 ,263.6 ,"1,542 ",470 
7.505 ,263.3 ,"1,542 ",470 
7.649 ,263.7 ,"1,520 ",460 
8.397 ,263.5 ,"1,155 ",460 
8.018 ,263.7 ,"1,139 ",460 
7.602 ,263.8 ,"1,133 ",460 
7.945 ,263.8 ,"1,130 ",460 
8.332 ,263.8 ,"1,138 ",460 
7.772 ,263.7 ,"1,144 ",460 
7.750 ,263.7 ,"1,136 ",460 
7.643 ,263.8 ,"1,143 ",460 
7.559 ,263.6 ,"1,135 ",460 
7.642 ,263.8 ,"1,162 ",460 
7.964 ,263.7 ,"1,179 ",460 
8.075 ,263.8 ,"1,163 ",455 
8.042 ,263.8 ,"1,158 ",455 
7.792 ,263.9 ,"1,156 ",455 
8.001 ,263.8 ,"1,162 ",455 
7.748 ,263.7 ,"1,160 ",455 
7.766 ,263.8 ,"1,161 ",455 
7.988 ,263.7 ,"1,163 ",455 
7.717 ,263.7 ,"1,162 ",455 
8.052 ,263.7 ,"1,163 ",455 
8.130 ,263.6 ,"1,157 ",455 
7.648 ,263.7 ,"1,154 ",455 
7.870 ,263.8 ,"1,210 ",470 
7.783 ,263.7 ,"1,220 ",470 
8.075 ,263.6 ,"1,213 ",470 
7.980 ,263.6 ,"1,222 ",470 
7.778 ,263.9 ,"1,228 ",470 
7.743 ,263.7 ,"1,239 ",470 
7.703 ,263.7 ,"1,240 ",470 
7.724 ,263.8 ,"1,214 ",470 
7.934 ,263.8 ,"1,221 ",470 
8.212 ,263.4 ,"1,238 ",465 
7.816 ,263.8 ,"1,238 ",465 
8.271 ,263.8 ,"1,238 ",465 
8.147 ,263.9 ,"1,232 ",465 
7.786 ,263.9 ,"1,239 ",465 
8.052 ,263.7 ,"1,307 ",465 
7.899 ,263.8 ,"1,302 ",465 
8.008 ,263.7 ,"1,300 ",465 
7.679 ,263.8 ,"1,300 ",465 
7.769 ,263.7 ,"1,303 ",465 
8.038 ,263.7 ,"1,300 ",465 
7.677 ,263.5 ,"1,305 ",465 
8.569 ,263.7 ,"1,315 ",465 
8.201 ,263.7 ,"1,289 ",465 
7.948 ,263.7 ,"1,294 ",465 
7.920 ,263.6 ,"1,247 ",460 
7.938 ,263.8 ,"1,258 ",460 
8.111 ,263.7 ,"1,250 ",460 
8.447 ,263.8 ,"1,260 ",460 
7.533 ,263.8 ,"1,262 ",460 
7.554 ,263.8 ,"1,280 ",460 
8.019 ,263.7 ,"1,287 ",460 
7.507 ,263.7 ,"1,290 ",460 
7.798 ,263.7 ,"1,295 ",460 
8.146 ,263.7 ,"1,292 ",455 
8.208 ,263.7 ,"1,298 ",450 
8.011 ,263.6 ,"1,292 ",450 
7.663 ,263.7 ,"1,282 ",450 
7.782 ,263.7 ,"1,295 ",450 
8.347 ,263.7 ,"1,274 ",450 
8.127 ,263.6 ,"1,275 ",450 
7.907 ,263.5 ,"1,303 ",455 
7.728 ,263.7 ,"1,305 ",460 
7.962 ,263.6 ,"1,312 ",460 
7.868 ,263.6 ,"1,320 ",460 
7.548 ,263.6 ,"1,320 ",460 
7.608 ,263.8 ,"1,075 ",445 
8.132 ,263.6 ,"1,084 ",440 
8.014 ,263.7 ,"1,103 ",440 
8.910 ,263.7 ,"1,122 ",440 
8.045 ,263.7 ,"1,130 ",445 
7.894 ,264.0 ,"1,140 ",445 
7.997 ,264.0 ,"1,141 ",445 
7.786 ,264.0 ,"1,142 ",445 
7.920 ,264.0 ,"1,149 ",445 
8.005 ,263.9 ,"1,158 ",445 
8.047 ,263.9 ,"1,155 ",445 
8.334 ,263.9 ,"1,161 ",445 
8.767 ,264.0 ,"1,160 ",445 
8.714 ,263.9 ,"1,153 ",445 
7.829 ,263.9 ,"1,150 ",450 
7.861 ,263.9 ,"1,153 ",450 
7.969 ,263.9 ,"1,158 ",450 
7.973 ,263.8 ,"1,170 ",450 
7.520 ,263.8 ,"1,171 ",450 
8.006 ,263.9 ,"1,180 ",450 
7.913 ,263.8 ,"1,187 ",450 
7.562 ,263.8 ,"1,140 ",450 
8.042 ,263.9 ,"1,190 ",450 
8.709 ,263.8 ,"1,196 ",450 
7.930 ,263.9 ,"1,200 ",450 
7.880 ,263.9 ,"1,202 ",450 
7.682 ,263.8 ,"1,209 ",450 
8.153 ,264.0 ,"1,222 ",450 
7.898 ,263.9 ,"1,142 ",435 
8.018 ,263.8 ,"1,130 ",435 
7.688 ,263.9 ,"1,140 ",435 
7.588 ,263.9 ,"1,139 ",435 
7.845 ,263.9 ,"1,131 ",435 
8.704 ,263.9 ,"1,136 ",430 
8.434 ,263.9 ,"1,129 ",430 
7.866 ,264.0 ,"1,111 ",430 
8.033 ,264.0 ,"1,117 ",430 
7.998 ,263.9 ,"1,108 ",430 
7.894 ,263.8 ,"1,120 ",425 
7.820 ,263.6 ,"1,123 ",425 
7.799 ,263.7 ,"1,154 ",425 
7.682 ,263.7 ,"1,150 ",425 
7.532 ,263.7 ,"1,149 ",425 
7.778 ,263.7 ,"1,138 ",425 
7.697 ,263.8 ,"1,142 ",420 
7.715 ,263.9 ,"1,155 ",420 
7.946 ,263.9 ,"1,172 ",420 
7.963 ,263.7 ,"1,188 ",420 
8.097 ,263.9 ,"1,224 ",420 
8.216 ,263.7 ,"1,237 ",420 
7.944 ,263.6 ,"1,239 ",420 
7.770 ,263.7 ,"1,250 ",420 
8.009 ,263.7 ,"1,255 ",420 
8.470 ,263.6 ,"1,262 ",420 
8.198 ,263.7 ,"1,255 ",420 
8.274 ,263.7 ,"1,269 ",420 
7.987 ,263.6 ,"1,265 ",420 
7.704 ,263.0 ,"1,277 ",420 
7.914 ,263.0 ,"1,280 ",420 
7.531 ,263.5 ,"1,293 ",420 
8.152 ,263.5 ,"1,292 ",420 
8.197 ,263.5 ,"1,300 ",420 
8.286 ,263.5 ,"1,325 ",420 
7.830 ,263.5 ,"1,344 ",420 
7.502 ,263.6 ,"1,344 ",420 
8.035 ,263.6 ,"1,343 ",420 
7.500 ,263.6 ,"1,342 ",420 
8.375 ,263.8 ,"1,356 ",420 
8.354 ,263.8 ,"1,362 ",420 
7.926 ,263.8 ,"1,027 ",420 
8.028 ,263.8 ,"1,015 ",420 
7.900 ,263.8 ,"1,018 ",420 
7.509 ,263.9 ,"1,024 ",420 
8.082 ,263.8 ,"1,036 ",420 
7.625 ,263.8 ,"1,037 ",420 
7.881 ,263.7 ,"1,041 ",420 
7.911 ,263.6 ,"1,041 ",420 
7.654 ,263.8 ,"1,032 ",420 
8.278 ,263.8 ,"1,034 ",420 
8.109 ,263.8 ,"1,036 ",420 
7.788 ,263.8 ,"1,035 ",420 
8.108 ,263.8 ,"1,040 ",420 
7.885 ,263.9 ,"1,049 ",420 
8.030 ,263.7 ,"1,055 ",420 
8.004 ,263.7 ,998 ,415 
8.250 ,263.7 ,"1,000 ",415 
7.853 ,263.7 ,"1,000 ",415 
7.989 ,263.7 ,996 ,415 
7.860 ,263.7 ,992 ,415 
8.363 ,263.6 ,986 ,415 
8.163 ,263.3 ,970 ,415 
7.720 ,263.6 ,982 ,415 
7.832 ,263.6 ,981 ,415 
7.884 ,263.5 ,969 ,415 
7.786 ,263.5 ,975 ,415 
8.192 ,263.5 ,975 ,415 
7.820 ,263.5 ,980 ,415 
8.194 ,263.8 ,965 ,415 
8.188 ,263.6 ,950 ,415 
8.224 ,263.7 ,967 ,415 
7.667 ,261.6 ,963 ,420 
7.661 ,261.6 ,954 ,420 
7.671 ,262.0 ,950 ,415 
7.794 ,262.1 ,945 ,415 
7.902 ,262.1 ,949 ,415 
7.888 ,262.3 ,951 ,415 
7.923 ,259.8 ,730 ,440 
8.024 ,259.9 ,731 ,440 
8.022 ,260.0 ,745 ,440 
7.749 ,260.0 ,759 ,440 
8.044 ,259.8 ,777 ,440 
7.960 ,259.8 ,779 ,440 
8.184 ,259.8 ,777 ,440 
8.049 ,259.8 ,776 ,440 
8.055 ,259.8 ,772 ,440 
8.128 ,259.8 ,772 ,440 
8.302 ,259.8 ,772 ,440 
7.940 ,259.8 ,772 ,440 
7.922 ,260.0 ,768 ,440 
8.509 ,260.0 ,777 ,440 
7.651 ,259.9 ,777 ,440 
7.911 ,259.7 ,788 ,440 
8.405 ,260.0 ,799 ,440 
8.850 ,260.0 ,810 ,445 
7.759 ,260.0 ,807 ,445 
8.004 ,260.0 ,802 ,450 
8.049 ,260.0 ,805 ,450 
8.389 ,260.0 ,813 ,450 
8.340 ,259.8 ,811 ,450 
7.761 ,258.4 ,"1,142 ",435 
8.124 ,258.6 ,"1,179 ",440 
7.964 ,258.6 ,"1,205 ",440 
8.152 ,258.6 ,"1,205 ",440 
7.810 ,259.8 ,811 ,450 
8.022 ,259.9 ,818 ,450 
8.084 ,260.0 ,816 ,450 
8.346 ,260.1 ,811 ,450 
8.528 ,260.0 ,811 ,450 
7.826 ,260.0 ,801 ,450 
7.708 ,260.0 ,800 ,450 
8.025 ,260.0 ,798 ,450 
7.636 ,260.0 ,799 ,450 
8.194 ,259.7 ,811 ,450 
8.198 ,259.7 ,813 ,450 
8.271 ,259.7 ,815 ,450 
8.600 ,259.7 ,825 ,450 
7.750 ,259.8 ,830 ,450 
7.888 ,259.7 ,831 ,450 
8.008 ,259.8 ,828 ,450 
8.062 ,259.7 ,835 ,450 
7.827 ,259.7 ,841 ,450 
8.115 ,259.9 ,840 ,455 
8.309 ,259.7 ,838 ,455 
7.968 ,259.8 ,834 ,455 
8.213 ,259.8 ,834 ,455 
8.094 ,259.8 ,851 ,450 
7.778 ,259.8 ,848 ,450 
7.952 ,259.8 ,847 ,450 
8.010 ,259.6 ,845 ,450 
7.774 ,259.6 ,850 ,450 
7.734 ,259.2 ,850 ,450 
8.143 ,259.5 ,850 ,450 
8.182 ,259.9 ,855 ,450 
7.702 ,259.7 ,855 ,450 
7.651 ,259.8 ,858 ,450 
7.670 ,259.8 ,860 ,450 
8.160 ,259.7 ,864 ,440 
8.267 ,259.5 ,875 ,440 
7.878 ,259.8 ,877 ,440 
8.775 ,259.7 ,882 ,440 
8.290 ,259.7 ,883 ,440 
8.524 ,259.7 ,887 ,440 
8.354 ,259.7 ,896 ,440 
8.135 ,259.7 ,897 ,440 
7.943 ,259.8 ,878 ,440 
7.947 ,259.7 ,876 ,440 
7.967 ,260.0 ,825 ,435 
8.234 ,260.0 ,827 ,435 
8.110 ,260.4 ,680 ,410 
8.302 ,260.5 ,703 ,410 
8.070 ,260.4 ,720 ,410 
8.438 ,260.5 ,721 ,410 
8.462 ,260.5 ,723 ,410 
8.062 ,260.4 ,724 ,410 
8.017 ,260.5 ,739 ,410 
8.146 ,260.4 ,738 ,410 
8.863 ,260.5 ,740 ,410 
8.507 ,260.5 ,747 ,410 
8.476 ,260.5 ,744 ,415 
8.549 ,260.5 ,749 ,415 
8.225 ,260.5 ,756 ,415 
8.757 ,260.5 ,755 ,415 
8.395 ,260.5 ,758 ,415 
8.972 ,260.5 ,755 ,415 
7.886 ,260.4 ,770 ,430 
8.291 ,260.4 ,760 ,430 
8.177 ,260.8 ,770 ,430 
7.856 ,260.4 ,777 ,430 
8.046 ,260.5 ,785 ,430 
8.019 ,260.5 ,787 ,430 
8.490 ,260.1 ,801 ,430 
8.061 ,260.1 ,801 ,430 
8.182 ,260.1 ,808 ,430 
8.002 ,260.1 ,820 ,430 
7.824 ,260.2 ,821 ,435 
7.677 ,260.3 ,825 ,430 
8.298 ,260.2 ,824 ,430 
8.357 ,260.2 ,826 ,430 
8.293 ,260.2 ,830 ,430 
8.217 ,260.3 ,831 ,430 
7.975 ,260.2 ,833 ,430 
8.168 ,260.2 ,830 ,430 
8.186 ,260.4 ,835 ,430 
7.556 ,260.5 ,835 ,430 
8.299 ,260.5 ,834 ,430 
8.286 ,260.4 ,831 ,430 
8.486 ,260.4 ,832 ,430 
7.966 ,260.4 ,831 ,430 
8.122 ,260.4 ,840 ,430 
7.807 ,260.4 ,847 ,430 
8.262 ,260.4 ,847 ,430 
8.371 ,260.4 ,850 ,430 
8.261 ,260.4 ,859 ,430 
8.196 ,260.3 ,863 ,430 
8.684 ,260.2 ,867 ,430 
8.286 ,260.3 ,983 ,460 
8.057 ,260.4 ,986 ,460 
7.714 ,260.4 ,994 ,460 
8.193 ,260.4 ,994 ,460 
7.843 ,260.4 ,996 ,460 
8.012 ,260.3 ,996 ,460 
7.826 ,260.2 ,997 ,460 
7.746 ,260.3 ,"1,002 ",460 
7.876 ,260.4 ,"1,004 ",460 
7.928 ,260.4 ,"1,001 ",460 
7.772 ,260.2 ,"1,006 ",460 
8.174 ,260.2 ,"1,002 ",460 
8.100 ,260.3 ,"1,004 ",460 
8.310 ,260.4 ,996 ,455 
7.818 ,260.2 ,"1,000 ",455 
8.219 ,260.4 ,999 ,455 
7.561 ,260.7 ,"1,003 ",455 
8.235 ,260.5 ,"1,006 ",455 
8.024 ,260.5 ,"1,012 ",455 
8.017 ,260.4 ,"1,018 ",455 
8.092 ,260.4 ,"1,011 ",455 
7.865 ,260.3 ,"1,015 ",455 
8.193 ,260.3 ,"1,013 ",455 
8.236 ,260.4 ,"1,011 ",455 
7.887 ,260.4 ,"1,014 ",455 
7.871 ,260.4 ,"1,014 ",455 
7.707 ,260.4 ,"1,004 ",455 
7.984 ,260.4 ,"1,002 ",455 
7.816 ,260.4 ,"1,001 ",455 
8.160 ,260.4 ,"1,002 ",455 
8.434 ,260.4 ,"1,006 ",455 
7.798 ,260.4 ,996 ,455 
7.880 ,260.4 ,996 ,455 
7.882 ,260.4 ,998 ,455 
8.016 ,260.2 ,"1,005 ",455 
8.045 ,260.2 ,"1,000 ",455 
7.926 ,260.2 ,"1,000 ",455 
8.363 ,260.1 ,"1,012 ",455 
8.292 ,260.2 ,"1,020 ",455 
8.002 ,260.2 ,"1,031 ",455 
8.075 ,260.2 ,"1,032 ",455 
7.743 ,260.2 ,"1,025 ",455 
7.538 ,260.2 ,"1,014 ",455 
7.864 ,260.2 ,"1,000 ",455 
7.857 ,260.0 ,995 ,455 
7.648 ,260.0 ,987 ,455 
7.776 ,260.3 ,980 ,455 
8.486 ,260.3 ,985 ,455 
7.733 ,260.3 ,"1,032 ",455 
8.521 ,260.3 ,"1,033 ",455 
8.866 ,260.3 ,"1,024 ",455 
8.241 ,260.3 ,"1,032 ",455 
7.548 ,260.3 ,820 ,455 
7.875 ,260.2 ,852 ,465 
8.176 ,260.3 ,870 ,465 
7.630 ,260.3 ,886 ,465 
8.095 ,260.3 ,890 ,465 
7.907 ,260.1 ,918 ,465 
7.948 ,260.3 ,900 ,465 
8.118 ,260.2 ,910 ,465 
8.090 ,260.3 ,916 ,465 
7.829 ,260.5 ,907 ,465 
7.969 ,260.2 ,905 ,470 
7.965 ,260.3 ,903 ,470 
7.845 ,260.5 ,905 ,470 
7.854 ,260.5 ,905 ,470 
7.912 ,260.4 ,906 ,470 
7.633 ,260.4 ,904 ,470 
7.854 ,260.2 ,904 ,470 
8.194 ,260.2 ,910 ,470 
7.797 ,260.3 ,920 ,470 
8.087 ,260.3 ,933 ,470 
7.583 ,260.3 ,926 ,470 
7.535 ,260.4 ,937 ,470 
8.189 ,260.4 ,930 ,470 
8.067 ,260.4 ,926 ,470 
8.247 ,260.4 ,930 ,470 
7.553 ,260.4 ,922 ,470 
7.843 ,260.4 ,926 ,470 
7.872 ,260.3 ,922 ,470 
8.000 ,260.2 ,925 ,470 
7.661 ,260.2 ,922 ,470 
7.601 ,260.5 ,926 ,470 
7.658 ,260.5 ,925 ,470 
8.148 ,260.5 ,916 ,470 
7.895 ,260.4 ,920 ,470 
7.888 ,260.5 ,922 ,470 
7.781 ,260.5 ,923 ,470 
7.838 ,260.4 ,921 ,470 
8.012 ,260.2 ,930 ,470 
7.540 ,260.3 ,933 ,470 
7.500 ,260.3 ,910 ,465 
8.276 ,260.3 ,924 ,460 
7.760 ,260.2 ,935 ,460 
7.997 ,260.0 ,950 ,460 
8.090 ,260.1 ,947 ,460 
7.715 ,260.3 ,949 ,460 
8.070 ,260.2 ,944 ,460 
7.605 ,260.2 ,945 ,460 
7.939 ,260.2 ,932 ,460 
8.096 ,260.2 ,935 ,460 
8.086 ,260.4 ,929 ,460 
8.116 ,260.5 ,922 ,460 
7.925 ,260.3 ,900 ,460 
8.143 ,260.4 ,926 ,460 
7.701 ,260.4 ,924 ,460 
7.814 ,260.2 ,923 ,465 
7.986 ,260.0 ,937 ,465 
7.552 ,260.1 ,930 ,465 
8.114 ,260.2 ,950 ,465 
7.916 ,260.2 ,950 ,465 
7.861 ,260.4 ,965 ,465 
7.946 ,260.4 ,962 ,465 
7.582 ,260.5 ,980 ,465 
7.696 ,260.4 ,944 ,465 
8.748 ,260.4 ,968 ,460 
7.887 ,260.4 ,968 ,460 
7.829 ,260.3 ,980 ,460 
7.598 ,260.3 ,978 ,460 
7.898 ,260.1 ,924 ,455 
7.738 ,260.2 ,939 ,455 
8.481 ,260.0 ,969 ,455 
7.874 ,260.3 ,991 ,470 
7.750 ,260.3 ,"1,013 ",470 
8.093 ,260.3 ,"1,020 ",470 
8.089 ,260.4 ,"1,033 ",470 
7.945 ,260.4 ,"1,024 ",480 
8.038 ,260.4 ,"1,080 ",480 
7.973 ,260.4 ,"1,070 ",480 
8.171 ,260.2 ,"1,077 ",480 
7.670 ,260.2 ,"1,054 ",480 
7.650 ,260.1 ,"1,065 ",480 
7.897 ,260.1 ,"1,066 ",480 
7.806 ,260.1 ,"1,059 ",480 
8.337 ,260.1 ,"1,060 ",480 
7.681 ,260.1 ,"1,058 ",480 
7.924 ,260.2 ,"1,086 ",480 
7.569 ,260.2 ,"1,034 ",480 
7.943 ,260.1 ,"1,042 ",480 
7.634 ,260.2 ,"1,030 ",480 
7.830 ,260.3 ,"1,022 ",480 
8.192 ,260.3 ,"1,021 ",480 
8.159 ,260.4 ,"1,035 ",480 
7.609 ,260.4 ,"1,033 ",480 
7.889 ,260.4 ,"1,027 ",480 
8.019 ,260.5 ,"1,037 ",480 
7.919 ,260.4 ,"1,030 ",480 
7.886 ,260.5 ,"1,020 ",480 
8.024 ,260.5 ,"1,017 ",480 
7.975 ,260.5 ,"1,025 ",480 
8.130 ,260.5 ,"1,032 ",480 
7.884 ,260.4 ,"1,018 ",480 
7.625 ,260.4 ,"1,028 ",475 
8.079 ,260.4 ,"1,034 ",475 
8.092 ,260.4 ,"1,049 ",475 
7.583 ,260.4 ,"1,040 ",475 
8.044 ,260.4 ,"1,046 ",475 
8.571 ,260.4 ,"1,052 ",475 
7.841 ,260.1 ,"1,054 ",475 
8.231 ,260.2 ,"1,055 ",475 
7.869 ,260.2 ,"1,055 ",475 
7.776 ,260.0 ,"1,055 ",475 
8.217 ,260.5 ,"1,059 ",475 
7.822 ,260.2 ,"1,075 ",475 
7.892 ,260.2 ,"1,063 ",475 
8.240 ,260.2 ,"1,066 ",475 
8.123 ,260.3 ,"1,067 ",475 
8.367 ,260.2 ,"1,069 ",475 
7.672 ,260.3 ,"1,073 ",475 
7.866 ,260.2 ,"1,064 ",475 
7.662 ,260.2 ,"1,060 ",475 
8.140 ,260.0 ,"1,066 ",475 
7.653 ,260.2 ,"1,070 ",475 
7.644 ,260.2 ,"1,070 ",475 
7.981 ,260.2 ,"1,077 ",475 
8.059 ,260.2 ,"1,080 ",475 
8.096 ,260.2 ,"1,091 ",475 
8.170 ,260.4 ,"1,084 ",475 
8.241 ,260.2 ,"1,082 ",475 
8.085 ,260.2 ,"1,080 ",475 
7.947 ,260.1 ,"1,072 ",475 
7.847 ,260.2 ,"1,072 ",475 
8.383 ,260.2 ,"1,074 ",475 
8.016 ,260.2 ,"1,072 ",475 
7.670 ,260.2 ,"1,079 ",475 
7.960 ,260.1 ,"1,079 ",475 
7.761 ,260.0 ,"1,080 ",475 
8.011 ,260.0 ,"1,082 ",475 
7.892 ,260.2 ,"1,082 ",475 
7.837 ,260.2 ,"1,092 ",475 
7.929 ,260.3 ,"1,085 ",475 
7.747 ,260.2 ,"1,088 ",475 
8.407 ,260.3 ,"1,093 ",475 
7.901 ,260.3 ,"1,095 ",475 
7.764 ,260.1 ,"1,097 ",475 
8.207 ,260.2 ,"1,100 ",475 
7.794 ,260.4 ,"1,104 ",475 
7.714 ,260.2 ,"1,104 ",475 
8.026 ,260.2 ,"1,099 ",475 
8.315 ,260.2 ,"1,145 ",470 
8.405 ,260.1 ,"1,165 ",470 
8.326 ,260.0 ,"1,160 ",470 
7.721 ,260.2 ,"1,178 ",470 
7.858 ,260.3 ,"1,187 ",470 
7.841 ,260.3 ,"1,210 ",470 
7.727 ,260.2 ,"1,191 ",470 
8.576 ,260.3 ,"1,189 ",470 
7.855 ,260.0 ,"1,189 ",470 
8.255 ,260.0 ,"1,189 ",470 
8.512 ,260.0 ,"1,030 ",450 
8.670 ,260.0 ,"1,030 ",450 
8.285 ,260.0 ,"1,134 ",450 
7.982 ,260.0 ,"1,156 ",460 
8.016 ,260.0 ,"1,160 ",460 
7.778 ,260.1 ,"1,164 ",460 
8.361 ,260.2 ,"1,178 ",460 
7.753 ,260.2 ,"1,185 ",470 
7.808 ,260.2 ,"1,200 ",470 
8.042 ,260.1 ,"1,240 ",475 
7.618 ,260.0 ,"1,230 ",490 
8.083 ,260.0 ,"1,255 ",490 
8.375 ,260.0 ,"1,270 ",490 
7.619 ,260.0 ,"1,277 ",490 
7.642 ,260.0 ,"1,283 ",490 
7.696 ,260.1 ,"1,371 ",495 
7.875 ,260.1 ,"1,400 ",495 
7.901 ,260.0 ,"1,410 ",495 
7.533 ,260.0 ,"1,450 ",495 
7.606 ,260.5 ,"1,055 ",495 
8.125 ,260.5 ,"1,062 ",495 
7.826 ,260.5 ,"1,060 ",495 
7.631 ,260.5 ,"1,065 ",495 
7.774 ,261.0 ,"1,089 ",495 
8.204 ,260.8 ,"1,085 ",495 
7.958 ,260.9 ,"1,083 ",495 
8.052 ,260.9 ,"1,079 ",495 
7.816 ,260.9 ,"1,079 ",495 
7.889 ,261.0 ,"1,080 ",495 
7.760 ,260.8 ,"1,078 ",495 
8.082 ,260.8 ,"1,062 ",495 
7.596 ,261.0 ,"1,065 ",495 
7.613 ,260.8 ,"1,080 ",495 
7.603 ,260.7 ,"1,042 ",490 
7.876 ,260.7 ,"1,043 ",490 
7.864 ,260.8 ,"1,043 ",490 
7.988 ,260.8 ,"1,053 ",490 
7.764 ,260.9 ,"1,050 ",490 
7.559 ,260.9 ,"1,065 ",490 
7.731 ,260.8 ,"1,065 ",490 
7.790 ,260.9 ,"1,060 ",490 
7.733 ,260.8 ,"1,057 ",485 
7.786 ,260.8 ,"1,061 ",485 
7.955 ,260.5 ,"1,067 ",485 
8.109 ,260.8 ,"1,072 ",485 
7.962 ,260.8 ,"1,070 ",480 
7.893 ,261.1 ,"1,064 ",480 
7.769 ,261.1 ,"1,068 ",480 
7.900 ,261.0 ,"1,070 ",480 
7.937 ,261.0 ,"1,070 ",480 
7.989 ,260.9 ,"1,067 ",480 
7.587 ,261.0 ,"1,066 ",480 
7.679 ,261.0 ,"1,070 ",480 
8.307 ,261.0 ,"1,071 ",480 
7.861 ,261.0 ,"1,085 ",480 
7.705 ,261.0 ,"1,070 ",480 
7.964 ,261.0 ,"1,114 ",480 
8.163 ,260.9 ,"1,123 ",480 
7.733 ,261.0 ,"1,127 ",480 
7.905 ,261.0 ,"1,128 ",480 
8.199 ,261.0 ,"1,130 ",480 
7.873 ,261.0 ,"1,132 ",480 
8.147 ,261.1 ,"1,120 ",480 
7.709 ,261.0 ,"1,160 ",480 
8.440 ,261.0 ,"1,169 ",480 
8.091 ,260.9 ,"1,173 ",480 
7.905 ,260.9 ,"1,170 ",480 
8.026 ,261.0 ,"1,184 ",480 
8.251 ,261.0 ,"1,210 ",480 
7.793 ,261.0 ,"1,215 ",480 
7.790 ,261.0 ,"1,228 ",480 
8.071 ,260.9 ,"1,241 ",480 
8.271 ,261.0 ,"1,252 ",480 
8.229 ,261.0 ,"1,260 ",480 
8.324 ,261.0 ,"1,271 ",480 
7.920 ,261.0 ,"1,286 ",480 
7.762 ,261.0 ,"1,300 ",480 
8.549 ,260.9 ,"1,323 ",480 
7.582 ,260.9 ,"1,325 ",480 
7.891 ,260.6 ,"1,336 ",480 
7.958 ,260.6 ,"1,570 ",480 
8.118 ,260.5 ,"1,185 ",485 
7.798 ,260.6 ,"1,180 ",485 
8.168 ,260.6 ,"1,175 ",485 
7.701 ,260.5 ,"1,170 ",485 
7.823 ,260.5 ,"1,170 ",485 
8.087 ,260.6 ,"1,141 ",485 
8.329 ,260.3 ,"1,139 ",485 
8.065 ,260.6 ,"1,140 ",485 
7.752 ,260.4 ,"1,170 ",470 
7.778 ,260.6 ,"1,192 ",470 
7.718 ,260.5 ,"1,226 ",470 
8.401 ,260.5 ,"1,233 ",470 
8.117 ,260.5 ,"1,278 ",475 
7.983 ,260.6 ,"1,290 ",475 
8.270 ,260.4 ,"1,300 ",475 
7.863 ,260.0 ,"1,287 ",495 
8.119 ,260.1 ,"1,293 ",495 
7.804 ,259.0 ,"1,221 ",460 
8.368 ,259.4 ,"1,222 ",465 
8.267 ,259.4 ,"1,234 ",465 
8.295 ,259.6 ,"1,243 ",465 
8.069 ,259.4 ,"1,246 ",465 
8.302 ,259.5 ,"1,250 ",465 
8.149 ,259.5 ,"1,248 ",465 
7.916 ,259.5 ,"1,246 ",465 
8.302 ,259.4 ,"1,256 ",465 
8.094 ,259.4 ,"1,250 ",465 
8.136 ,259.5 ,"1,238 ",465 
8.436 ,259.5 ,"1,240 ",465 
8.294 ,259.8 ,"1,254 ",470 
7.832 ,259.3 ,"1,264 ",470 
8.094 ,259.3 ,"1,264 ",470 
7.953 ,259.3 ,"1,248 ",470 
7.941 ,259.3 ,"1,248 ",470 
8.031 ,259.3 ,"1,248 ",470 
8.012 ,259.3 ,"1,240 ",475 
8.156 ,259.3 ,"1,242 ",475 
7.917 ,259.7 ,"1,280 ",475 
7.772 ,259.9 ,"1,292 ",475 
7.570 ,259.9 ,"1,290 ",475 
7.721 ,259.8 ,"1,290 ",475 
7.902 ,259.8 ,"1,225 ",465 
7.648 ,259.6 ,"1,273 ",465 
7.864 ,259.8 ,"1,278 ",475 
7.773 ,259.8 ,"1,280 ",475 
7.834 ,259.8 ,"1,280 ",475 
7.931 ,259.7 ,"1,283 ",475 
7.800 ,259.7 ,"1,278 ",475 
8.093 ,259.7 ,"1,280 ",475 
7.936 ,259.7 ,"1,281 ",475 
8.330 ,259.6 ,"1,280 ",475 
7.656 ,259.7 ,"1,275 ",475 
7.839 ,259.4 ,"1,262 ",475 
8.523 ,259.4 ,"1,265 ",475 
7.826 ,259.8 ,"1,078 ",435 
7.791 ,259.7 ,"1,110 ",435 
8.297 ,259.6 ,"1,130 ",435 
8.381 ,259.7 ,"1,134 ",435 
8.115 ,259.6 ,"1,131 ",435 
8.493 ,259.5 ,"1,156 ",435 
8.023 ,259.6 ,"1,169 ",455 
7.849 ,259.6 ,"1,170 ",455 
7.760 ,259.5 ,"1,176 ",455 
7.712 ,259.5 ,"1,180 ",455 
